id,filename,hero,txt,info
43572,00000000AA34,바스티온,기계음,
43573,00000000AA35,바스티온,기계음,
43574,00000000AA36,바스티온,기계음,
43575,00000000AA37,바스티온,기계음,
43576,00000000AA38,바스티온,기계음,
43577,00000000AA39,바스티온,기계음,
43578,00000000AA3A,바스티온,기계음,
43579,00000000AA3B,바스티온,기계음,
43580,00000000AA3C,바스티온,기계음,
43581,00000000AA3D,바스티온,기계음,
43582,00000000AA3E,바스티온,기계음,
43583,00000000AA3F,바스티온,기계음,
43584,00000000AA40,바스티온,기계음,
43585,00000000AA41,바스티온,기계음,
43586,00000000AA42,바스티온,기계음,
43587,00000000AA43,바스티온,기계음,
43588,00000000AA44,바스티온,기계음,
43589,00000000AA45,바스티온,기계음,
43590,00000000AA46,바스티온,기계음,
43591,00000000AA47,바스티온,기계음,
43592,00000000AA48,바스티온,기계음,
43593,00000000AA49,바스티온,기계음,
43594,00000000AA4A,바스티온,기계음,
43595,00000000AA4B,바스티온,기계음,
43596,00000000AA4C,바스티온,기계음,
43597,00000000AA4D,바스티온,기계음,
43598,00000000AA4E,바스티온,기계음,
43599,00000000AA4F,바스티온,기계음,
43600,00000000AA50,바스티온,기계음,
43601,00000000AA51,바스티온,기계음,
43602,00000000AA52,바스티온,기계음,
43603,00000000AA53,바스티온,기계음,
43604,00000000AA54,바스티온,기계음,
43605,00000000AA55,바스티온,기계음,
43606,00000000AA56,바스티온,기계음,
43607,00000000AA57,바스티온,기계음,
43608,00000000AA58,바스티온,기계음,
43609,00000000AA59,바스티온,기계음,
43610,00000000AA5A,바스티온,기계음,
43611,00000000AA5B,바스티온,기계음,
43612,00000000AA5C,바스티온,기계음,
43613,00000000AA5D,바스티온,기계음,
43614,00000000AA5E,바스티온,기계음,
43615,00000000AA5F,바스티온,기계음,
43616,00000000AA60,바스티온,기계음,
43617,00000000AA61,바스티온,기계음,
43618,00000000AA62,바스티온,기계음,
43619,00000000AA63,바스티온,기계음,
43620,00000000AA64,바스티온,기계음,
43621,00000000AA65,바스티온,기계음,
43622,00000000AA66,바스티온,기계음,궁극기
43623,00000000AA67,바스티온,기계음,
43624,00000000AA68,바스티온,기계음,
43625,00000000AA69,바스티온,기계음,
43626,00000000AA6A,바스티온,기계음,
43627,00000000AA6B,바스티온,기계음,
43628,00000000AA6C,바스티온,기계음,
44257,00000000ACE1,로드호그,웃음,
44261,00000000ACE5,로드호그,신음,
44262,00000000ACE6,로드호그,신음,
44263,00000000ACE7,로드호그,신음,
44264,00000000ACE8,로드호그,신음,
44266,00000000ACEA,로드호그,기합,
44267,00000000ACEB,로드호그,신음,
44268,00000000ACEC,로드호그,신음,
44269,00000000ACED,로드호그,신음,
44270,00000000ACEE,로드호그,신음,
44271,00000000ACEF,로드호그,신음,
44272,00000000ACF0,로드호그,신음,
44273,00000000ACF1,로드호그,신음,
44274,00000000ACF2,로드호그,신음,
44275,00000000ACF3,로드호그,신음,
44276,00000000ACF4,로드호그,신음,
44277,00000000ACF5,로드호그,신음,
44278,00000000ACF6,로드호그,신음,
44279,00000000ACF7,로드호그,웃음,
44280,00000000ACF8,로드호그,신음,
44281,00000000ACF9,로드호그,웃음,
44282,00000000ACFA,로드호그,신음,
44283,00000000ACFB,로드호그,신음,
44284,00000000ACFC,로드호그,신음,
44285,00000000ACFD,로드호그,신음,
44286,00000000ACFE,로드호그,웃음,궁극기
44287,00000000ACFF,로드호그,웃음,
44288,00000000AD00,로드호그,웃음,
44289,00000000AD01,로드호그,웃음,
44290,00000000AD02,로드호그,웃음,
44291,00000000AD03,로드호그,신음,
44292,00000000AD04,로드호그,신음,
44293,00000000AD05,로드호그,신음,
44294,00000000AD06,로드호그,신음,
44295,00000000AD07,로드호그,신음,
44296,00000000AD08,로드호그,신음,
44297,00000000AD09,로드호그,신음,
44298,00000000AD0A,로드호그,신음,
44299,00000000AD0B,로드호그,신음,
44300,00000000AD0C,로드호그,신음,
44301,00000000AD0D,로드호그,신음,
44302,00000000AD0E,로드호그,신음,
44303,00000000AD0F,로드호그,신음,
44304,00000000AD10,로드호그,신음,
44305,00000000AD11,로드호그,신음,
44306,00000000AD12,로드호그,기합,
44307,00000000AD13,로드호그,기합,
44308,00000000AD14,로드호그,기합,
44309,00000000AD15,로드호그,기합,
44310,00000000AD16,로드호그,기침,
44311,00000000AD17,로드호그,웃음,
46617,00000000B619,로드호그,기합,
46618,00000000B61A,로드호그,신음,
46622,00000000B61E,로드호그,신음,
46623,00000000B61F,로드호그,신음,
46630,00000000B626,로드호그,신음,
46631,00000000B627,로드호그,기합,
46633,00000000B629,로드호그,신음,
46638,00000000B62E,로드호그,웃음,
46639,00000000B62F,로드호그,기합,
46644,00000000B634,로드호그,신음,
46645,00000000B635,로드호그,신음,
46646,00000000B636,로드호그,신음,
46648,00000000B638,로드호그,기합,
46650,00000000B63A,로드호그,추위,
46651,00000000B63B,로드호그,웃음,
46652,00000000B63C,로드호그,신음,
46653,00000000B63D,로드호그,웃음,
46654,00000000B63E,로드호그,신음,
46655,00000000B63F,로드호그,신음,
46658,00000000B642,로드호그,신음,
46660,00000000B644,로드호그,신음,
46664,00000000B648,로드호그,기침,
46665,00000000B649,로드호그,신음,
46670,00000000B64E,로드호그,신음,
46672,00000000B650,로드호그,신음,
46673,00000000B651,로드호그,신음,
46674,00000000B652,로드호그,신음,
46680,00000000B658,로드호그,신음,
46681,00000000B659,로드호그,웃음,
46683,00000000B65B,로드호그,신음,
46684,00000000B65C,로드호그,웃음,
46688,00000000B660,로드호그,웃음,
46689,00000000B661,로드호그,기합,
46691,00000000B663,로드호그,기합,
46694,00000000B666,로드호그,신음,
46695,00000000B667,로드호그,기침,
46696,00000000B668,로드호그,신음,
46697,00000000B669,로드호그,신음,
46702,00000000B66E,로드호그,신음,
46704,00000000B670,로드호그,신음,
46706,00000000B672,로드호그,신음,
46710,00000000B676,로드호그,신음,
46711,00000000B677,로드호그,신음,
46714,00000000B67A,로드호그,신음,
46718,00000000B67E,로드호그,신음,
46720,00000000B680,로드호그,신음,
46722,00000000B682,로드호그,신음,
46724,00000000B684,로드호그,신음,
46725,00000000B685,로드호그,신음,
46727,00000000B687,로드호그,신음,
46728,00000000B688,로드호그,신음,
46733,00000000B68D,로드호그,신음,
46734,00000000B68E,로드호그,신음,
46737,00000000B691,로드호그,신음,
46738,00000000B692,로드호그,신음,
46739,00000000B693,로드호그,신음,
46745,00000000B699,로드호그,신음,
46746,00000000B69A,로드호그,기침,
46749,00000000B69D,로드호그,신음,
46751,00000000B69F,로드호그,신음,
46755,00000000B6A3,로드호그,신음,
46758,00000000B6A6,로드호그,신음,
46759,00000000B6A7,로드호그,웃음,
46760,00000000B6A8,로드호그,신음,
46762,00000000B6AA,로드호그,추위,
46765,00000000B6AD,로드호그,신음,
46767,00000000B6AF,로드호그,신음,
46768,00000000B6B0,로드호그,신음,
46769,00000000B6B1,로드호그,웃음,
46770,00000000B6B2,로드호그,신음,
46774,00000000B6B6,로드호그,신음,
46775,00000000B6B7,로드호그,웃음,
46777,00000000B6B9,로드호그,신음,
46782,00000000B6BE,로드호그,신음,
46784,00000000B6C0,로드호그,신음,
46785,00000000B6C1,로드호그,웃음,
46787,00000000B6C3,로드호그,신음,
46791,00000000B6C7,로드호그,신음,
46792,00000000B6C8,로드호그,웃음,
46797,00000000B6CD,로드호그,신음,
46799,00000000B6CF,로드호그,추위,
46802,00000000B6D2,로드호그,신음,
46803,00000000B6D3,로드호그,기침,
46804,00000000B6D4,로드호그,웃음,
46805,00000000B6D5,로드호그,신음,
46811,00000000B6DB,로드호그,신음,
46814,00000000B6DE,로드호그,신음,
46815,00000000B6DF,로드호그,신음,
46816,00000000B6E0,로드호그,웃음,
46818,00000000B6E2,로드호그,추위,
46819,00000000B6E3,로드호그,추위,
46820,00000000B6E4,로드호그,신음,
46821,00000000B6E5,로드호그,신음,
46823,00000000B6E7,로드호그,신음,
46825,00000000B6E9,로드호그,신음,
46827,00000000B6EB,로드호그,신음,
46828,00000000B6EC,로드호그,신음,
46830,00000000B6EE,로드호그,신음,
46831,00000000B6EF,로드호그,신음,
46832,00000000B6F0,로드호그,신음,
46833,00000000B6F1,로드호그,웃음,
46835,00000000B6F3,로드호그,기침,
46836,00000000B6F4,로드호그,신음,
46838,00000000B6F6,로드호그,웃음,
46842,00000000B6FA,로드호그,신음,
46843,00000000B6FB,로드호그,신음,
46844,00000000B6FC,로드호그,추위,
46847,00000000B6FF,로드호그,웃음,
46849,00000000B701,로드호그,신음,
46850,00000000B702,로드호그,신음,
47037,00000000B7BD,로드호그,한숨,
47038,00000000B7BE,로드호그,한숨,
47045,00000000B7C5,정크랫,웃음,
47053,00000000B7CD,정크랫,웃음,
47127,00000000B817,정크랫,웃음,
47186,00000000B852,정크랫,웃음,
47262,00000000B89E,정크랫,웃음,
47264,00000000B8A0,정크랫,웃음,
47365,00000000B905,정크랫,웃음,
47367,00000000B907,정크랫,웃음,
47388,00000000B91C,로드호그,웃음,
47389,00000000B91D,정크랫,웃음,
47390,00000000B91E,로드호그,신음,
47391,00000000B91F,로드호그,신음,
47392,00000000B920,로드호그,신음,
48394,00000000BD0A,바스티온,기계음,
48395,00000000BD0B,바스티온,기계음,
48396,00000000BD0C,바스티온,기계음,
48397,00000000BD0D,바스티온,기계음,
48398,00000000BD0E,바스티온,기계음,
48399,00000000BD0F,바스티온,기계음,
48400,00000000BD10,바스티온,기계음,
48401,00000000BD11,바스티온,기계음,
48402,00000000BD12,바스티온,기계음,
48403,00000000BD13,바스티온,기계음,
48404,00000000BD14,바스티온,기계음,
48405,00000000BD15,바스티온,기계음,
48406,00000000BD16,바스티온,기계음,
48407,00000000BD17,바스티온,기계음,
48408,00000000BD18,바스티온,기계음,
48409,00000000BD19,바스티온,기계음,
48410,00000000BD1A,바스티온,기계음,
48411,00000000BD1B,바스티온,기계음,
48412,00000000BD1C,바스티온,기계음,
48414,00000000BD1E,바스티온,기계음,
48415,00000000BD1F,바스티온,기계음,
48416,00000000BD20,바스티온,기계음,
48417,00000000BD21,바스티온,기계음,
48418,00000000BD22,바스티온,기계음,
48419,00000000BD23,바스티온,기계음,
48420,00000000BD24,바스티온,기계음,
48423,00000000BD27,바스티온,기계음,
48424,00000000BD28,바스티온,기계음,
48425,00000000BD29,바스티온,기계음,
48426,00000000BD2A,바스티온,기계음,
48427,00000000BD2B,바스티온,기계음,
48428,00000000BD2C,바스티온,기계음,
48429,00000000BD2D,바스티온,기계음,
48430,00000000BD2E,바스티온,기계음,
48431,00000000BD2F,바스티온,기계음,
48432,00000000BD30,바스티온,기계음,
48433,00000000BD31,바스티온,기계음,
48434,00000000BD32,바스티온,기계음,
48435,00000000BD33,바스티온,기계음,
48436,00000000BD34,바스티온,기계음,
48437,00000000BD35,바스티온,기계음,
48438,00000000BD36,바스티온,기계음,
48439,00000000BD37,바스티온,기계음,
48440,00000000BD38,바스티온,기계음,
48441,00000000BD39,바스티온,기계음,
48442,00000000BD3A,바스티온,기계음,
48443,00000000BD3B,바스티온,기계음,
48444,00000000BD3C,바스티온,기계음,
48445,00000000BD3D,바스티온,기계음,
48446,00000000BD3E,바스티온,기계음,
48447,00000000BD3F,바스티온,기계음,
48448,00000000BD40,바스티온,기계음,
48449,00000000BD41,바스티온,기계음,
48450,00000000BD42,바스티온,기계음,
48451,00000000BD43,바스티온,기계음,
48452,00000000BD44,바스티온,기계음,
48453,00000000BD45,바스티온,기계음,
48454,00000000BD46,바스티온,기계음,
48455,00000000BD47,바스티온,기계음,
48456,00000000BD48,바스티온,기계음,
48457,00000000BD49,바스티온,기계음,
48458,00000000BD4A,바스티온,기계음,
48459,00000000BD4B,바스티온,기계음,
100212,000000018774,트레이서,계속 밀어붙여,
100217,000000018779,트레이서,계속 밀어붙여요,
100221,00000001877D,트레이서,좋아 계속해,
100225,000000018781,트레이서,좋았어 계속해요,
100230,000000018786,트레이서,끝내준다,
100239,00000001878F,트레이서,예,
100248,000000018798,트레이서,본때를 보여줬네,
100252,00000001879C,트레이서,본때를 보여주셨네요,
100257,0000000187A1,윈스턴,이 기세 그대로,
100262,0000000187A6,윈스턴,잘했어 이 기세 그대로,
100266,0000000187AA,윈스턴,바로 그거죠,
100272,0000000187B0,윈스턴,바로 그거야,
100275,0000000187B3,윈스턴,훌륭하군요,
100281,0000000187B9,윈스턴,훌륭해,
100285,0000000187BD,윈스턴,멋진 한 방이군요,
100290,0000000187C2,윈스턴,멋진 한 방인데,
100299,0000000187CB,젠야타,신음,
100303,0000000187CF,젠야타,신음,
100306,0000000187D2,젠야타,신음,
100311,0000000187D7,젠야타,기합,
100316,0000000187DC,젠야타,기합,
100320,0000000187E0,젠야타,기합,
100324,0000000187E4,젠야타,기합,
100328,0000000187E8,젠야타,기합,
100333,0000000187ED,젠야타,기합,
100337,0000000187F1,젠야타,기합,
100342,0000000187F6,젠야타,기합,
100347,0000000187FB,젠야타,기합,
100350,0000000187FE,젠야타,기합,
100355,000000018803,젠야타,눈동자를 들여다보시오,
100359,000000018807,젠야타,공이 있다고 광대 노릇을 하진 않을거요,
100376,000000018818,젠야타,꿈에서 나는 나비였소,
100381,00000001881D,젠야타,수양한 정신이야말로 가장 든든한 아군이오,
100386,000000018822,젠야타,포탑이 저 앞에 있소,
100389,000000018825,젠야타,포탑이 사라졌소,
100393,000000018829,젠야타,저격수가 보이는군,
100399,00000001882F,젠야타,옴,
100402,000000018832,젠야타,눈동자로 들어가시오,궁극기
100412,00000001883C,젠야타,평온을 받아들이시오,
100417,000000018841,젠야타,조화의 길을 걸으시오,
100420,000000018844,젠야타,우주와 하나가 되시오,
100424,000000018848,젠야타,마음을 여시오,
100430,00000001884E,젠야타,의심의 그림자가 드리우리니,
100433,000000018851,젠야타,어둠이 내리는군,
100438,000000018856,젠야타,그대야말로 스스로의 적이요,
100442,00000001885A,젠야타,그대 안에 혼돈이 있소,
100446,00000001885E,젠야타,그대 마음 속에 번뇌가 도사리고 있소,
100451,000000018863,젠야타,우리는 하나요,
100455,000000018867,젠야타,하나되어 방어합시다,
100459,00000001886B,젠야타,조화를 이루어 공격합시다,
100464,000000018870,젠야타,화물이 가는 곳에 내가 가오,
100469,000000018875,젠야타,낙담하지 마시오 처음에는 누구나 무지한 법이니,
100472,000000018878,젠야타,그대의 나약함이 드러났소,
100476,00000001887C,젠야타,복수는 정의가 아니오,
100482,000000018882,젠야타,증오는 전략이 아니오,
100485,000000018885,젠야타,마음이 편협하면 이미 진 것,
100490,00000001888A,젠야타,신음,
100495,00000001888F,젠야타,신음,
100500,000000018894,젠야타,신음,
100503,000000018897,젠야타,신음,
100507,00000001889B,젠야타,신음,
100513,0000000188A1,젠야타,신음,
100516,0000000188A4,젠야타,한숨,
100521,0000000188A9,젠야타,한숨,
100526,0000000188AE,젠야타,한숨,
100530,0000000188B2,젠야타,한숨,
100534,0000000188B6,젠야타,한숨,
100538,0000000188BA,젠야타,신음,
100544,0000000188C0,젠야타,신음,
100547,0000000188C3,젠야타,신음,
100552,0000000188C8,젠야타,기합,
100557,0000000188CD,젠야타,기합,
100561,0000000188D1,젠야타,신음,
100565,0000000188D5,젠야타,기침,
100569,0000000188D9,젠야타,기침,
100574,0000000188DE,젠야타,기침,
100578,0000000188E2,젠야타,기침,
100583,0000000188E7,젠야타,기침,
100588,0000000188EC,젠야타,신음,
100592,0000000188F0,젠야타,신음,
100596,0000000188F4,젠야타,신음,
100602,0000000188FA,젠야타,신음,
100605,0000000188FD,젠야타,신음,
100609,000000018901,젠야타,신음,
100614,000000018906,젠야타,신음,
100618,00000001890A,젠야타,신음,
100623,00000001890F,젠야타,기합,
100627,000000018913,젠야타,신음,
100632,000000018918,젠야타,신음,
100636,00000001891C,젠야타,신음,
100640,000000018920,젠야타,신음,
100645,000000018925,젠야타,신음,
100649,000000018929,젠야타,신음,
100654,00000001892E,젠야타,신음,
100658,000000018932,젠야타,신음,
100662,000000018936,젠야타,기합,
100667,00000001893B,젠야타,기합,
100671,00000001893F,젠야타,기합,
100675,000000018943,젠야타,신음,
100679,000000018947,젠야타,신음,
100685,00000001894D,젠야타,신음,
100689,000000018951,젠야타,기합,
100693,000000018955,젠야타,기합,
100698,00000001895A,젠야타,기합,
100703,00000001895F,젠야타,신음,
100706,000000018962,젠야타,신음,
100711,000000018967,젠야타,신음,
100716,00000001896C,젠야타,기침,
100720,000000018970,젠야타,신음,
100724,000000018974,젠야타,신음,
100729,000000018979,젠야타,신음,
100734,00000001897E,젠야타,신음,
100739,000000018983,젠야타,신음,
100743,000000018987,젠야타,신음,
100747,00000001898B,젠야타,신음,
100752,000000018990,젠야타,신음,
100756,000000018994,젠야타,신음,
100761,000000018999,젠야타,신음,
100765,00000001899D,젠야타,신음,
100770,0000000189A2,젠야타,신음,
100774,0000000189A6,젠야타,신음,
100779,0000000189AB,젠야타,신음,
100783,0000000189AF,젠야타,신음,
100788,0000000189B4,젠야타,신음,
100792,0000000189B8,젠야타,신음,
100796,0000000189BC,젠야타,신음,
100801,0000000189C1,젠야타,신음,
100805,0000000189C5,젠야타,신음,
100810,0000000189CA,젠야타,신음,
100813,0000000189CD,젠야타,고통은 훌륭한 스승이라오,
100819,0000000189D3,젠야타,반복이야말로 완벽에 이르는 길이요,
100823,0000000189D7,젠야타,생각의 틀을 깨시오,
100828,0000000189DC,젠야타,오늘따라 죽음이 변덕스럽군,
100832,0000000189E0,젠야타,나는 생각한다 고로 존재한다,
100837,0000000189E5,젠야타,적들이 돌아왔소,
100841,0000000189E9,젠야타,역경은 변화의 기회요,
100844,0000000189EC,젠야타,전사의 가장 큰 무기는 인내요,
100850,0000000189F2,젠야타,나는 완전해졌소,
100854,0000000189F6,젠야타,저격수요,
100858,0000000189FA,젠야타,죽음의 한 가운데서 희열도 혜안도 느껴지지 않는구나,
100863,0000000189FF,젠야타,함께 하겠소,
100867,000000018A03,젠야타,전진하시오,
100872,000000018A08,젠야타,적이 오고 있소,
100875,000000018A0B,젠야타,물러나시오,
100881,000000018A11,젠야타,화물이 가만히 있소,
100885,000000018A15,젠야타,반복하며 완벽을 추구하시오,
100889,000000018A19,젠야타,승리는 우리의 운명이나 우리는 본분을 다해야 하오,
100894,000000018A1E,젠야타,무지는 실패에 이르는 지름길이오,
100898,000000018A22,젠야타,화를 내면 자신이 화를 입는 법,
100902,000000018A26,젠야타,배움을 거부하는군,
100906,000000018A2A,젠야타,끝까지 해내야만 하오,
100912,000000018A30,젠야타,시간의 아귀에서 승리를 빼앗아야 하오,
100915,000000018A33,젠야타,시간은 신기루라오 그 신기루가 사라지고 있소,
100920,000000018A38,젠야타,화물을 옮겨야 하오,
100925,000000018A3D,젠야타,화물을 이동시켜야 하오,
100930,000000018A42,젠야타,내 안의 힘이 휘몰아 치오,
100933,000000018A45,젠야타,내 영혼이 강해졌소,
100939,000000018A4B,젠야타,적을 칠 시간이오,
100943,000000018A4F,젠야타,저들을 낙원으로 인도했군요,
100952,000000018A58,젠야타,결국 우리 모두 우주와 하나가 될지니,
100961,000000018A61,젠야타,누구도 힘만으로 살아남을 수는 없소,
100967,000000018A67,젠야타,겸손을 배우시오,
100970,000000018A6A,젠야타,치유 되었소,
100975,000000018A6F,젠야타,우주의 품에 안기시오,
100980,000000018A74,젠야타,거점을 곧 적이 차지할거요,
100984,000000018A78,젠야타,지금 주저하면 패배에 무릎 꿇을 것이오,
100988,000000018A7C,젠야타,적이 대담해졌소 흔들려선 안되오,
100994,000000018A82,젠야타,화물이 목적지로 가고자 하오,
100998,000000018A86,젠야타,화물이 움직이오,
101002,000000018A8A,젠야타,화물과 내가 하나되어 움직이오,
101007,000000018A8F,젠야타,거점과 하나가 되고 있소,
101011,000000018A93,젠야타,거점을 취하는 중이오 함께 해주시오,
101015,000000018A97,젠야타,운명이 나를 거점으로 이끌었소,
101019,000000018A9B,젠야타,회복 되었소,
101025,000000018AA1,젠야타,내 시스템이 복구됐소,
101028,000000018AA4,젠야타,진정한 자아엔 형체가 없는 법,
101033,000000018AA9,젠야타,나와 함께 방어합시다,
101037,000000018AAD,젠야타,함께 공격합시다,
101042,000000018AB2,젠야타,오로지 승리만 생각하시오 패배는 불가능하다고 여기시오,
101046,000000018AB6,젠야타,가장 큰 적은 내면의 적이라오,
101050,000000018ABA,젠야타,화물이 산비탈을 구르는 돌멩이처럼 움직이오,
101056,000000018AC0,젠야타,화물이 우리 패배의 문간에 다가오고 있소,
101059,000000018AC3,젠야타,길을 따라 다가오는 화물처럼 우리도 가야하오,
101064,000000018AC8,젠야타,포탑은 이제 존재하지 않소,
101068,000000018ACC,젠야타,운명과는 다른 결과로군,
101072,000000018AD0,젠야타,자만은 조잡한 방패라,
101077,000000018AD5,젠야타,고맙소,
101081,000000018AD9,젠야타,언젠가는 이 호의에 보답하겠소,
101085,000000018ADD,젠야타,치료가 필요하오,
101090,000000018AE2,젠야타,앞에 포탑이 있소 이번에는 비유가 아니오,
101094,000000018AE6,젠야타,동의하오,
101099,000000018AEB,젠야타,일이 잠깐 틀어졌을 뿐,
101102,000000018AEE,젠야타,공격,
101108,000000018AF4,젠야타,여기서 채비를 갖추어야 하오,
101112,000000018AF8,젠야타,5 4 3 2 1,
101115,000000018AFB,젠야타,거점을 지켜야 하오,
101120,000000018B00,젠야타,신음,
101125,000000018B05,젠야타,신음,
101133,000000018B0D,젠야타,추위,
101138,000000018B12,젠야타,우리는 조화를 이룬다오,
101142,000000018B16,젠야타,내 솜씨를 보았겠지요,
101146,000000018B1A,젠야타,그러하오 친구여 그렇고 말고,
101151,000000018B1F,젠야타,화물이 가만히 있소,
101155,000000018B23,젠야타,앙심이란 해로운 감정이오 그대에게,
101160,000000018B28,젠야타,가는 중이오,
101164,000000018B2C,젠야타,재밌는 견해로군요,
101168,000000018B30,젠야타,궁극기가 준비 되었소,
101173,000000018B35,젠야타,잘 가시오,
101177,000000018B39,젠야타,생각을 말해보시오 친구여,
101185,000000018B41,젠야타,늘 나아지려고 애써야 하오,
101190,000000018B46,젠야타,순환이 다시 시작되리니,
101195,000000018B4B,젠야타,여기 적이 있소,
101198,000000018B4E,젠야타,모두에게 평화와 축복이 함께 하길,
101202,000000018B52,젠야타,가겠소 5 4 3 2 1,
101208,000000018B58,젠야타,내가 돌아왔소,
101211,000000018B5B,젠야타,실수로부터 배워야 하오,
101215,000000018B5F,젠야타,웃음,
101220,000000018B64,젠야타,알겠소,
101224,000000018B68,젠야타,안녕하시오,
101229,000000018B6D,젠야타,그대가 이 곳에서 자랐구려 구경을 시켜주겠소,
101233,000000018B71,젠야타,행운이 내게 웃음짓소,
101239,000000018B77,젠야타,신음,
101242,000000018B7A,젠야타,적이 순간이동기를 보유하고 있소,
101246,000000018B7E,젠야타,신음,
101251,000000018B83,젠야타,이 대상을 제거해야 하오,
101255,000000018B87,젠야타,내 정신이 트였소,
101260,000000018B8C,젠야타,도우러 왔소,
101264,000000018B90,젠야타,겸허히 받아들이겠소,
101268,000000018B94,젠야타,피하시오,
101273,000000018B99,젠야타,이 지역을 정리해야 하오,
101278,000000018B9E,젠야타,신음,
101281,000000018BA1,젠야타,난 준비 되었소,
101285,000000018BA5,젠야타,평화가 함께 하길,
101291,000000018BAB,젠야타,감사드리오,
101294,000000018BAE,젠야타,집중할 기회로군,
101299,000000018BB3,젠야타,이해했소,
101304,000000018BB8,젠야타,잘했소,
101309,000000018BBD,젠야타,승리가 우리 손안에 있소 버티시오,
101312,000000018BC0,젠야타,눈동자의 품에 안기기를,
101316,000000018BC4,젠야타,강하게 밀어붙이시오,
101322,000000018BCA,젠야타,과거의 성공은 기억하되 늘 더 큰 성공을 향해 정진하시오,
101325,000000018BCD,젠야타,그대는 고집이 대단하구려 친구여 하지만 언젠가는 우리가 그리 다르지 않단 걸 알게 될거요,
101330,000000018BD2,젠야타,예,
